DATETIME,LOAD
11JAN2015:14:00:00,913
11JAN2015:14:15:00,900
11JAN2015:14:30:00,884
11JAN2015:14:45:00,875
11JAN2015:15:00:00,862
11JAN2015:15:15:00,852
11JAN2015:15:30:00,841
11JAN2015:15:45:00,833
11JAN2015:16:00:00,826
11JAN2015:16:15:00,827
11JAN2015:16:30:00,824
11JAN2015:16:45:00,829
11JAN2015:17:00:00,831
11JAN2015:17:15:00,837
11JAN2015:17:30:00,837
11JAN2015:17:45:00,846
11JAN2015:18:00:00,862
11JAN2015:18:15:00,893
11JAN2015:18:30:00,939
11JAN2015:18:45:00,997
11JAN2015:19:00:00,1037
11JAN2015:19:15:00,1055
11JAN2015:19:30:00,1061
11JAN2015:19:45:00,1062
11JAN2015:20:00:00,1062
11JAN2015:20:15:00,1060
11JAN2015:20:30:00,1058
11JAN2015:20:45:00,1054
11JAN2015:21:00:00,1048
11JAN2015:21:15:00,1038
11JAN2015:21:30:00,1025
11JAN2015:21:45:00,1008
11JAN2015:22:00:00,991
11JAN2015:22:15:00,966
11JAN2015:22:30:00,946
11JAN2015:22:45:00,925
11JAN2015:23:00:00,906
11JAN2015:23:15:00,877
11JAN2015:23:30:00,848
11JAN2015:23:45:00,818
12JAN2015:00:00:00,788
12JAN2015:00:15:00,756
12JAN2015:00:30:00,726
12JAN2015:00:45:00,707
12JAN2015:01:00:00,691
12JAN2015:01:15:00,674
12JAN2015:01:30:00,659
12JAN2015:01:45:00,646
12JAN2015:02:00:00,637
12JAN2015:02:15:00,629
12JAN2015:02:30:00,620
12JAN2015:02:45:00,617
12JAN2015:03:00:00,611
12JAN2015:03:15:00,606
12JAN2015:03:30:00,603
12JAN2015:03:45:00,600
12JAN2015:04:00:00,596
12JAN2015:04:15:00,595
12JAN2015:04:30:00,598
12JAN2015:04:45:00,603
12JAN2015:05:00:00,611
12JAN2015:05:15:00,624
12JAN2015:05:30:00,644
12JAN2015:05:45:00,671
12JAN2015:06:00:00,703
12JAN2015:06:15:00,747
12JAN2015:06:30:00,790
12JAN2015:06:45:00,808
12JAN2015:07:00:00,821
12JAN2015:07:15:00,841
12JAN2015:07:30:00,864
12JAN2015:07:45:00,893
12JAN2015:08:00:00,923
12JAN2015:08:15:00,962
12JAN2015:08:30:00,994
12JAN2015:08:45:00,1031
12JAN2015:09:00:00,1060
12JAN2015:09:15:00,1103
12JAN2015:09:30:00,1128
12JAN2015:09:45:00,1159
12JAN2015:10:00:00,1190
12JAN2015:10:15:00,1214
12JAN2015:10:30:00,1232
12JAN2015:10:45:00,1248
12JAN2015:11:00:00,1259
12JAN2015:11:15:00,1263
12JAN2015:11:30:00,1264
12JAN2015:11:45:00,1261
12JAN2015:12:00:00,1258
12JAN2015:12:15:00,1253
12JAN2015:12:30:00,1237
12JAN2015:12:45:00,1217
12JAN2015:13:00:00,1207
12JAN2015:13:15:00,1169
12JAN2015:13:30:00,1145
12JAN2015:13:45:00,1136
12JAN2015:14:00:00,1136
12JAN2015:14:15:00,1142
12JAN2015:14:30:00,1143
12JAN2015:14:45:00,1146
12JAN2015:15:00:00,1145
12JAN2015:15:15:00,1144
12JAN2015:15:30:00,1140
12JAN2015:15:45:00,1136
12JAN2015:16:00:00,1133
12JAN2015:16:15:00,1134
12JAN2015:16:30:00,1135
12JAN2015:16:45:00,1138
12JAN2015:17:00:00,1135
12JAN2015:17:15:00,1137
12JAN2015:17:30:00,1130
12JAN2015:17:45:00,1126
12JAN2015:18:00:00,1134
12JAN2015:18:15:00,1154
12JAN2015:18:30:00,1182
12JAN2015:18:45:00,1229
12JAN2015:19:00:00,1252
12JAN2015:19:15:00,1253
12JAN2015:19:30:00,1247
12JAN2015:19:45:00,1237
12JAN2015:20:00:00,1226
12JAN2015:20:15:00,1209
12JAN2015:20:30:00,1195
12JAN2015:20:45:00,1173
12JAN2015:21:00:00,1145
12JAN2015:21:15:00,1120
12JAN2015:21:30:00,1098
12JAN2015:21:45:00,1066
12JAN2015:22:00:00,1042
12JAN2015:22:15:00,1015
12JAN2015:22:30:00,991
12JAN2015:22:45:00,964
12JAN2015:23:00:00,934
12JAN2015:23:15:00,902
12JAN2015:23:30:00,872
12JAN2015:23:45:00,840
13JAN2015:00:00:00,807
13JAN2015:00:15:00,773
13JAN2015:00:30:00,746
13JAN2015:00:45:00,723
13JAN2015:01:00:00,703
13JAN2015:01:15:00,688
13JAN2015:01:30:00,670
13JAN2015:01:45:00,657
13JAN2015:02:00:00,648
13JAN2015:02:15:00,641
13JAN2015:02:30:00,634
13JAN2015:02:45:00,628
13JAN2015:03:00:00,621
13JAN2015:03:15:00,617
13JAN2015:03:30:00,613
13JAN2015:03:45:00,611
13JAN2015:04:00:00,609
13JAN2015:04:15:00,606
13JAN2015:04:30:00,605
13JAN2015:04:45:00,608
13JAN2015:05:00:00,617
13JAN2015:05:15:00,632
13JAN2015:05:30:00,649
13JAN2015:05:45:00,676
13JAN2015:06:00:00,714
13JAN2015:06:15:00,762
13JAN2015:06:30:00,801
13JAN2015:06:45:00,821
13JAN2015:07:00:00,843
13JAN2015:07:15:00,859
13JAN2015:07:30:00,880
13JAN2015:07:45:00,906
13JAN2015:08:00:00,934
13JAN2015:08:15:00,969
13JAN2015:08:30:00,1006
13JAN2015:08:45:00,1040
13JAN2015:09:00:00,1074
13JAN2015:09:15:00,1112
13JAN2015:09:30:00,1145
13JAN2015:09:45:00,1178
13JAN2015:10:00:00,1205
13JAN2015:10:15:00,1222
13JAN2015:10:30:00,1247
13JAN2015:10:45:00,1267
13JAN2015:11:00:00,1274
13JAN2015:11:15:00,1274
13JAN2015:11:30:00,1273
13JAN2015:11:45:00,1269
13JAN2015:12:00:00,1269
13JAN2015:12:15:00,1268
13JAN2015:12:30:00,1255
13JAN2015:12:45:00,1233
13JAN2015:13:00:00,1218
13JAN2015:13:15:00,1177
13JAN2015:13:30:00,1152
13JAN2015:13:45:00,1146
13JAN2015:14:00:00,1143
13JAN2015:14:15:00,1150
13JAN2015:14:30:00,1153
13JAN2015:14:45:00,1152
13JAN2015:15:00:00,1156
13JAN2015:15:15:00,1152
13JAN2015:15:30:00,1149
13JAN2015:15:45:00,1148
13JAN2015:16:00:00,1145
13JAN2015:16:15:00,1145
13JAN2015:16:30:00,1143
13JAN2015:16:45:00,1148
13JAN2015:17:00:00,1147
13JAN2015:17:15:00,1154
13JAN2015:17:30:00,1154
13JAN2015:17:45:00,1156
13JAN2015:18:00:00,1162
13JAN2015:18:15:00,1182
13JAN2015:18:30:00,1210
13JAN2015:18:45:00,1252
13JAN2015:19:00:00,1278
13JAN2015:19:15:00,1287
13JAN2015:19:30:00,1281
13JAN2015:19:45:00,1273
13JAN2015:20:00:00,1261
13JAN2015:20:15:00,1242
13JAN2015:20:30:00,1220
13JAN2015:20:45:00,1197
13JAN2015:21:00:00,1171
13JAN2015:21:15:00,1141
13JAN2015:21:30:00,1111
13JAN2015:21:45:00,1081
13JAN2015:22:00:00,1056
13JAN2015:22:15:00,1026
13JAN2015:22:30:00,999
13JAN2015:22:45:00,969
13JAN2015:23:00:00,940
13JAN2015:23:15:00,905
13JAN2015:23:30:00,872
13JAN2015:23:45:00,838
14JAN2015:00:00:00,804
14JAN2015:00:15:00,768
14JAN2015:00:30:00,740
14JAN2015:00:45:00,719
14JAN2015:01:00:00,700
14JAN2015:01:15:00,683
14JAN2015:01:30:00,667
14JAN2015:01:45:00,656
14JAN2015:02:00:00,646
14JAN2015:02:15:00,637
14JAN2015:02:30:00,630
14JAN2015:02:45:00,622
14JAN2015:03:00:00,617
14JAN2015:03:15:00,614
14JAN2015:03:30:00,610
14JAN2015:03:45:00,607
14JAN2015:04:00:00,605
14JAN2015:04:15:00,602
14JAN2015:04:30:00,601
14JAN2015:04:45:00,604
14JAN2015:05:00:00,611
14JAN2015:05:15:00,625
14JAN2015:05:30:00,645
14JAN2015:05:45:00,673
14JAN2015:06:00:00,705
14JAN2015:06:15:00,751
14JAN2015:06:30:00,792
14JAN2015:06:45:00,817
14JAN2015:07:00:00,833
14JAN2015:07:15:00,849
14JAN2015:07:30:00,878
14JAN2015:07:45:00,907
14JAN2015:08:00:00,936
14JAN2015:08:15:00,971
14JAN2015:08:30:00,1006
14JAN2015:08:45:00,1038
14JAN2015:09:00:00,1082
14JAN2015:09:15:00,1129
14JAN2015:09:30:00,1154
14JAN2015:09:45:00,1189
14JAN2015:10:00:00,1219
14JAN2015:10:15:00,1234
14JAN2015:10:30:00,1248
14JAN2015:10:45:00,1261
14JAN2015:11:00:00,1265
14JAN2015:11:15:00,1265
14JAN2015:11:30:00,1258
14JAN2015:11:45:00,1258
14JAN2015:12:00:00,1254
14JAN2015:12:15:00,1254
14JAN2015:12:30:00,1245
14JAN2015:12:45:00,1224
14JAN2015:13:00:00,1207
14JAN2015:13:15:00,1169
14JAN2015:13:30:00,1143
14JAN2015:13:45:00,1131
14JAN2015:14:00:00,1126
14JAN2015:14:15:00,1132
14JAN2015:14:30:00,1139
14JAN2015:14:45:00,1139
14JAN2015:15:00:00,1141
14JAN2015:15:15:00,1142
14JAN2015:15:30:00,1138
14JAN2015:15:45:00,1137
14JAN2015:16:00:00,1133
14JAN2015:16:15:00,1133
14JAN2015:16:30:00,1133
14JAN2015:16:45:00,1142
14JAN2015:17:00:00,1141
14JAN2015:17:15:00,1145
14JAN2015:17:30:00,1135
14JAN2015:17:45:00,1131
14JAN2015:18:00:00,1137
14JAN2015:18:15:00,1157
14JAN2015:18:30:00,1184
14JAN2015:18:45:00,1226
14JAN2015:19:00:00,1251
14JAN2015:19:15:00,1261
14JAN2015:19:30:00,1252
14JAN2015:19:45:00,1243
14JAN2015:20:00:00,1234
14JAN2015:20:15:00,1218
14JAN2015:20:30:00,1202
14JAN2015:20:45:00,1187
14JAN2015:21:00:00,1161
14JAN2015:21:15:00,1130
14JAN2015:21:30:00,1107
14JAN2015:21:45:00,1073
14JAN2015:22:00:00,1048
14JAN2015:22:15:00,1021
14JAN2015:22:30:00,998
14JAN2015:22:45:00,969
14JAN2015:23:00:00,936
14JAN2015:23:15:00,903
14JAN2015:23:30:00,871
14JAN2015:23:45:00,834
15JAN2015:00:00:00,802
15JAN2015:00:15:00,767
15JAN2015:00:30:00,740
15JAN2015:00:45:00,717
15JAN2015:01:00:00,700
15JAN2015:01:15:00,682
15JAN2015:01:30:00,667
15JAN2015:01:45:00,652
15JAN2015:02:00:00,640
15JAN2015:02:15:00,633
15JAN2015:02:30:00,623
15JAN2015:02:45:00,616
15JAN2015:03:00:00,612
15JAN2015:03:15:00,607
15JAN2015:03:30:00,603
15JAN2015:03:45:00,602
15JAN2015:04:00:00,600
15JAN2015:04:15:00,597
15JAN2015:04:30:00,598
15JAN2015:04:45:00,600
15JAN2015:05:00:00,608
15JAN2015:05:15:00,625
15JAN2015:05:30:00,640
15JAN2015:05:45:00,662
15JAN2015:06:00:00,688
15JAN2015:06:15:00,726
15JAN2015:06:30:00,764
15JAN2015:06:45:00,789
15JAN2015:07:00:00,813
15JAN2015:07:15:00,838
15JAN2015:07:30:00,871
15JAN2015:07:45:00,903
15JAN2015:08:00:00,939
15JAN2015:08:15:00,969
15JAN2015:08:30:00,1002
15JAN2015:08:45:00,1037
15JAN2015:09:00:00,1076
15JAN2015:09:15:00,1118
15JAN2015:09:30:00,1150
15JAN2015:09:45:00,1185
15JAN2015:10:00:00,1215
15JAN2015:10:15:00,1232
15JAN2015:10:30:00,1244
15JAN2015:10:45:00,1256
15JAN2015:11:00:00,1266
15JAN2015:11:15:00,1269
15JAN2015:11:30:00,1269
15JAN2015:11:45:00,1265
15JAN2015:12:00:00,1259
15JAN2015:12:15:00,1247
15JAN2015:12:30:00,1236
15JAN2015:12:45:00,1215
15JAN2015:13:00:00,1200
15JAN2015:13:15:00,1166
15JAN2015:13:30:00,1141
15JAN2015:13:45:00,1133
15JAN2015:14:00:00,1132
15JAN2015:14:15:00,1136
15JAN2015:14:30:00,1140
15JAN2015:14:45:00,1140
15JAN2015:15:00:00,1133
15JAN2015:15:15:00,1127
15JAN2015:15:30:00,1123
15JAN2015:15:45:00,1121
15JAN2015:16:00:00,1116
15JAN2015:16:15:00,1118
15JAN2015:16:30:00,1115
15JAN2015:16:45:00,1120
15JAN2015:17:00:00,1117
15JAN2015:17:15:00,1117
15JAN2015:17:30:00,1107
15JAN2015:17:45:00,1106
15JAN2015:18:00:00,1115
15JAN2015:18:15:00,1130
15JAN2015:18:30:00,1153
15JAN2015:18:45:00,1192
15JAN2015:19:00:00,1222
15JAN2015:19:15:00,1226
15JAN2015:19:30:00,1220
15JAN2015:19:45:00,1212
15JAN2015:20:00:00,1202
15JAN2015:20:15:00,1191
15JAN2015:20:30:00,1179
15JAN2015:20:45:00,1158
15JAN2015:21:00:00,1140
15JAN2015:21:15:00,1115
15JAN2015:21:30:00,1092
15JAN2015:21:45:00,1069
15JAN2015:22:00:00,1041
15JAN2015:22:15:00,1009
15JAN2015:22:30:00,983
15JAN2015:22:45:00,955
15JAN2015:23:00:00,930
15JAN2015:23:15:00,896
15JAN2015:23:30:00,864
15JAN2015:23:45:00,830
16JAN2015:00:00:00,799
16JAN2015:00:15:00,762
16JAN2015:00:30:00,735
16JAN2015:00:45:00,715
16JAN2015:01:00:00,698
16JAN2015:01:15:00,680
16JAN2015:01:30:00,667
16JAN2015:01:45:00,656
16JAN2015:02:00:00,644
16JAN2015:02:15:00,636
16JAN2015:02:30:00,628
16JAN2015:02:45:00,623
16JAN2015:03:00:00,618
16JAN2015:03:15:00,614
16JAN2015:03:30:00,610
16JAN2015:03:45:00,605
16JAN2015:04:00:00,604
16JAN2015:04:15:00,603
16JAN2015:04:30:00,605
16JAN2015:04:45:00,608
16JAN2015:05:00:00,613
16JAN2015:05:15:00,629
16JAN2015:05:30:00,647
16JAN2015:05:45:00,672
16JAN2015:06:00:00,706
16JAN2015:06:15:00,755
16JAN2015:06:30:00,796
16JAN2015:06:45:00,822
16JAN2015:07:00:00,847
16JAN2015:07:15:00,866
16JAN2015:07:30:00,885
16JAN2015:07:45:00,909
16JAN2015:08:00:00,938
16JAN2015:08:15:00,972
16JAN2015:08:30:00,1004
16JAN2015:08:45:00,1042
16JAN2015:09:00:00,1080
16JAN2015:09:15:00,1115
16JAN2015:09:30:00,1149
16JAN2015:09:45:00,1181
16JAN2015:10:00:00,1216
16JAN2015:10:15:00,1234
16JAN2015:10:30:00,1248
16JAN2015:10:45:00,1267
16JAN2015:11:00:00,1282
16JAN2015:11:15:00,1269
16JAN2015:11:30:00,1278
16JAN2015:11:45:00,1281
16JAN2015:12:00:00,1280
16JAN2015:12:15:00,1274
16JAN2015:12:30:00,1264
16JAN2015:12:45:00,1247
16JAN2015:13:00:00,1232
16JAN2015:13:15:00,1196
16JAN2015:13:30:00,1168
16JAN2015:13:45:00,1154
16JAN2015:14:00:00,1150
16JAN2015:14:15:00,1153
16JAN2015:14:30:00,1155
16JAN2015:14:45:00,1153
16JAN2015:15:00:00,1153
16JAN2015:15:15:00,1152
16JAN2015:15:30:00,1149
16JAN2015:15:45:00,1146
16JAN2015:16:00:00,1143
16JAN2015:16:15:00,1148
16JAN2015:16:30:00,1149
16JAN2015:16:45:00,1153
16JAN2015:17:00:00,1152
16JAN2015:17:15:00,1154
16JAN2015:17:30:00,1154
16JAN2015:17:45:00,1153
16JAN2015:18:00:00,1158
16JAN2015:18:15:00,1177
16JAN2015:18:30:00,1203
16JAN2015:18:45:00,1244
16JAN2015:19:00:00,1273
16JAN2015:19:15:00,1277
16JAN2015:19:30:00,1270
16JAN2015:19:45:00,1257
16JAN2015:20:00:00,1245
16JAN2015:20:15:00,1225
16JAN2015:20:30:00,1206
16JAN2015:20:45:00,1188
16JAN2015:21:00:00,1167
16JAN2015:21:15:00,1137
16JAN2015:21:30:00,1108
16JAN2015:21:45:00,1067
16JAN2015:22:00:00,1044
16JAN2015:22:15:00,1015
16JAN2015:22:30:00,988
16JAN2015:22:45:00,961
16JAN2015:23:00:00,937
16JAN2015:23:15:00,900
16JAN2015:23:30:00,871
16JAN2015:23:45:00,844
17JAN2015:00:00:00,814
17JAN2015:00:15:00,781
17JAN2015:00:30:00,755
17JAN2015:00:45:00,731
17JAN2015:01:00:00,710
17JAN2015:01:15:00,692
17JAN2015:01:30:00,677
17JAN2015:01:45:00,665
17JAN2015:02:00:00,655
17JAN2015:02:15:00,645
17JAN2015:02:30:00,637
17JAN2015:02:45:00,630
17JAN2015:03:00:00,624
17JAN2015:03:15:00,622
17JAN2015:03:30:00,618
17JAN2015:03:45:00,615
17JAN2015:04:00:00,614
17JAN2015:04:15:00,610
17JAN2015:04:30:00,610
17JAN2015:04:45:00,615
17JAN2015:05:00:00,622
17JAN2015:05:15:00,634
17JAN2015:05:30:00,647
17JAN2015:05:45:00,665
17JAN2015:06:00:00,686
17JAN2015:06:15:00,720
17JAN2015:06:30:00,749
17JAN2015:06:45:00,766
17JAN2015:07:00:00,780
17JAN2015:07:15:00,791
17JAN2015:07:30:00,811
17JAN2015:07:45:00,836
17JAN2015:08:00:00,865
17JAN2015:08:15:00,898
17JAN2015:08:30:00,932
17JAN2015:08:45:00,970
17JAN2015:09:00:00,1009
17JAN2015:09:15:00,1055
17JAN2015:09:30:00,1087
17JAN2015:09:45:00,1117
17JAN2015:10:00:00,1147
17JAN2015:10:15:00,1172
17JAN2015:10:30:00,1186
17JAN2015:10:45:00,1199
17JAN2015:11:00:00,1213
17JAN2015:11:15:00,1224
17JAN2015:11:30:00,1216
17JAN2015:11:45:00,1216
17JAN2015:12:00:00,1212
17JAN2015:12:15:00,1207
17JAN2015:12:30:00,1192
17JAN2015:12:45:00,1173
17JAN2015:13:00:00,1164
17JAN2015:13:15:00,1131
17JAN2015:13:30:00,1107
17JAN2015:13:45:00,1095
17JAN2015:14:00:00,1092
17JAN2015:14:15:00,1099
17JAN2015:14:30:00,1101
17JAN2015:14:45:00,1098
17JAN2015:15:00:00,1094
17JAN2015:15:15:00,1089
17JAN2015:15:30:00,1079
17JAN2015:15:45:00,1071
17JAN2015:16:00:00,1067
17JAN2015:16:15:00,1067
17JAN2015:16:30:00,1063
17JAN2015:16:45:00,1065
17JAN2015:17:00:00,1064
17JAN2015:17:15:00,1064
17JAN2015:17:30:00,1065
17JAN2015:17:45:00,1068
17JAN2015:18:00:00,1076
17JAN2015:18:15:00,1094
17JAN2015:18:30:00,1120
17JAN2015:18:45:00,1170
17JAN2015:19:00:00,1202
17JAN2015:19:15:00,1210
17JAN2015:19:30:00,1207
17JAN2015:19:45:00,1200
17JAN2015:20:00:00,1192
17JAN2015:20:15:00,1181
17JAN2015:20:30:00,1167
17JAN2015:20:45:00,1151
17JAN2015:21:00:00,1135
17JAN2015:21:15:00,1109
17JAN2015:21:30:00,1081
17JAN2015:21:45:00,1055
17JAN2015:22:00:00,1035
17JAN2015:22:15:00,1005
17JAN2015:22:30:00,979
17JAN2015:22:45:00,955
17JAN2015:23:00:00,933
17JAN2015:23:15:00,902
17JAN2015:23:30:00,871
17JAN2015:23:45:00,839
18JAN2015:00:00:00,807
18JAN2015:00:15:00,775
18JAN2015:00:30:00,751
18JAN2015:00:45:00,727
18JAN2015:01:00:00,708
18JAN2015:01:15:00,690
18JAN2015:01:30:00,677
18JAN2015:01:45:00,664
18JAN2015:02:00:00,652
18JAN2015:02:15:00,642
18JAN2015:02:30:00,632
18JAN2015:02:45:00,625
18JAN2015:03:00:00,620
18JAN2015:03:15:00,616
18JAN2015:03:30:00,611
18JAN2015:03:45:00,606
18JAN2015:04:00:00,605
18JAN2015:04:15:00,607
18JAN2015:04:30:00,608
18JAN2015:04:45:00,609
18JAN2015:05:00:00,612
18JAN2015:05:15:00,617
18JAN2015:05:30:00,624
18JAN2015:05:45:00,635
18JAN2015:06:00:00,645
18JAN2015:06:15:00,662
18JAN2015:06:30:00,677
18JAN2015:06:45:00,686
18JAN2015:07:00:00,693
18JAN2015:07:15:00,706
18JAN2015:07:30:00,719
18JAN2015:07:45:00,738
18JAN2015:08:00:00,762
18JAN2015:08:15:00,791
18JAN2015:08:30:00,811
18JAN2015:08:45:00,838
18JAN2015:09:00:00,867
18JAN2015:09:15:00,900
18JAN2015:09:30:00,923
18JAN2015:09:45:00,952
18JAN2015:10:00:00,978
18JAN2015:10:15:00,995
18JAN2015:10:30:00,1011
18JAN2015:10:45:00,1030
18JAN2015:11:00:00,1039
18JAN2015:11:15:00,1042
18JAN2015:11:30:00,1038
18JAN2015:11:45:00,1035
18JAN2015:12:00:00,1031
18JAN2015:12:15:00,1025
18JAN2015:12:30:00,1017
18JAN2015:12:45:00,1006
18JAN2015:13:00:00,999
18JAN2015:13:15:00,980
18JAN2015:13:30:00,958
18JAN2015:13:45:00,941
18JAN2015:14:00:00,929
18JAN2015:14:15:00,917
18JAN2015:14:30:00,905
18JAN2015:14:45:00,892
18JAN2015:15:00:00,883
18JAN2015:15:15:00,872
18JAN2015:15:30:00,855
18JAN2015:15:45:00,846
18JAN2015:16:00:00,842
18JAN2015:16:15:00,840
18JAN2015:16:30:00,835
18JAN2015:16:45:00,836
18JAN2015:17:00:00,839
18JAN2015:17:15:00,843
18JAN2015:17:30:00,846
18JAN2015:17:45:00,856
18JAN2015:18:00:00,873
18JAN2015:18:15:00,900
18JAN2015:18:30:00,942
18JAN2015:18:45:00,1002
18JAN2015:19:00:00,1035
18JAN2015:19:15:00,1049
18JAN2015:19:30:00,1054
18JAN2015:19:45:00,1052
18JAN2015:20:00:00,1046
18JAN2015:20:15:00,1051
18JAN2015:20:30:00,1051
18JAN2015:20:45:00,1044
18JAN2015:21:00:00,1038
18JAN2015:21:15:00,1029
18JAN2015:21:30:00,1019
18JAN2015:21:45:00,1006
18JAN2015:22:00:00,992
18JAN2015:22:15:00,975
18JAN2015:22:30:00,955
18JAN2015:22:45:00,933
18JAN2015:23:00:00,910
18JAN2015:23:15:00,883
18JAN2015:23:30:00,854
18JAN2015:23:45:00,824
19JAN2015:00:00:00,787
19JAN2015:00:15:00,756
19JAN2015:00:30:00,731
19JAN2015:00:45:00,710
19JAN2015:01:00:00,692
19JAN2015:01:15:00,675
19JAN2015:01:30:00,662
19JAN2015:01:45:00,650
19JAN2015:02:00:00,641
19JAN2015:02:15:00,632
19JAN2015:02:30:00,624
19JAN2015:02:45:00,617
19JAN2015:03:00:00,613
19JAN2015:03:15:00,606
19JAN2015:03:30:00,603
19JAN2015:03:45:00,602
19JAN2015:04:00:00,600
19JAN2015:04:15:00,598
19JAN2015:04:30:00,599
19JAN2015:04:45:00,605
19JAN2015:05:00:00,614
19JAN2015:05:15:00,629
19JAN2015:05:30:00,648
19JAN2015:05:45:00,673
19JAN2015:06:00:00,706
19JAN2015:06:15:00,752
19JAN2015:06:30:00,792
19JAN2015:06:45:00,815
19JAN2015:07:00:00,835
19JAN2015:07:15:00,856
19JAN2015:07:30:00,881
19JAN2015:07:45:00,913
19JAN2015:08:00:00,936
19JAN2015:08:15:00,970
19JAN2015:08:30:00,1002
19JAN2015:08:45:00,1039
19JAN2015:09:00:00,1074
19JAN2015:09:15:00,1110
19JAN2015:09:30:00,1144
19JAN2015:09:45:00,1179
19JAN2015:10:00:00,1204
19JAN2015:10:15:00,1224
19JAN2015:10:30:00,1247
19JAN2015:10:45:00,1259
19JAN2015:11:00:00,1266
19JAN2015:11:15:00,1282
19JAN2015:11:30:00,1282
19JAN2015:11:45:00,1281
19JAN2015:12:00:00,1273
19JAN2015:12:15:00,1268
19JAN2015:12:30:00,1254
19JAN2015:12:45:00,1230
19JAN2015:13:00:00,1216
19JAN2015:13:15:00,1179
19JAN2015:13:30:00,1158
19JAN2015:13:45:00,1149
19JAN2015:14:00:00,1151
19JAN2015:14:15:00,1158
19JAN2015:14:30:00,1164
19JAN2015:14:45:00,1162
19JAN2015:15:00:00,1161
19JAN2015:15:15:00,1158
19JAN2015:15:30:00,1153
19JAN2015:15:45:00,1152
19JAN2015:16:00:00,1145
19JAN2015:16:15:00,1144
19JAN2015:16:30:00,1141
19JAN2015:16:45:00,1145
19JAN2015:17:00:00,1145
19JAN2015:17:15:00,1153
19JAN2015:17:30:00,1153
19JAN2015:17:45:00,1150
19JAN2015:18:00:00,1154
19JAN2015:18:15:00,1166
19JAN2015:18:30:00,1191
19JAN2015:18:45:00,1232
19JAN2015:19:00:00,1270
19JAN2015:19:15:00,1280
19JAN2015:19:30:00,1273
19JAN2015:19:45:00,1264
19JAN2015:20:00:00,1252
19JAN2015:20:15:00,1235
19JAN2015:20:30:00,1220
19JAN2015:20:45:00,1199
19JAN2015:21:00:00,1173
19JAN2015:21:15:00,1147
19JAN2015:21:30:00,1124
19JAN2015:21:45:00,1101
19JAN2015:22:00:00,1079
19JAN2015:22:15:00,1040
19JAN2015:22:30:00,1017
19JAN2015:22:45:00,995
19JAN2015:23:00:00,968
19JAN2015:23:15:00,928
19JAN2015:23:30:00,893
19JAN2015:23:45:00,867
20JAN2015:00:00:00,837
20JAN2015:00:15:00,805
20JAN2015:00:30:00,775
20JAN2015:00:45:00,753
20JAN2015:01:00:00,731
20JAN2015:01:15:00,711
20JAN2015:01:30:00,693
20JAN2015:01:45:00,680
20JAN2015:02:00:00,671
20JAN2015:02:15:00,664
20JAN2015:02:30:00,656
20JAN2015:02:45:00,650
20JAN2015:03:00:00,647
20JAN2015:03:15:00,641
20JAN2015:03:30:00,638
20JAN2015:03:45:00,637
20JAN2015:04:00:00,633
20JAN2015:04:15:00,631
20JAN2015:04:30:00,630
20JAN2015:04:45:00,635
20JAN2015:05:00:00,641
20JAN2015:05:15:00,657
20JAN2015:05:30:00,675
20JAN2015:05:45:00,702
20JAN2015:06:00:00,737
20JAN2015:06:15:00,785
20JAN2015:06:30:00,828
20JAN2015:06:45:00,852
20JAN2015:07:00:00,872
20JAN2015:07:15:00,885
20JAN2015:07:30:00,914
20JAN2015:07:45:00,945
20JAN2015:08:00:00,972
20JAN2015:08:15:00,1001
20JAN2015:08:30:00,1036
20JAN2015:08:45:00,1073
20JAN2015:09:00:00,1110
20JAN2015:09:15:00,1146
20JAN2015:09:30:00,1184
20JAN2015:09:45:00,1221
20JAN2015:10:00:00,1245
20JAN2015:10:15:00,1267
20JAN2015:10:30:00,1286
20JAN2015:10:45:00,1299
20JAN2015:11:00:00,1304
20JAN2015:11:15:00,1309
20JAN2015:11:30:00,1304
20JAN2015:11:45:00,1306
20JAN2015:12:00:00,1303
20JAN2015:12:15:00,1295
20JAN2015:12:30:00,1282
20JAN2015:12:45:00,1259
20JAN2015:13:00:00,1243
20JAN2015:13:15:00,1202
20JAN2015:13:30:00,1179
20JAN2015:13:45:00,1167
20JAN2015:14:00:00,1162
20JAN2015:14:15:00,1168
20JAN2015:14:30:00,1174
20JAN2015:14:45:00,1174
20JAN2015:15:00:00,1170
20JAN2015:15:15:00,1171
20JAN2015:15:30:00,1168
20JAN2015:15:45:00,1164
20JAN2015:16:00:00,1158
20JAN2015:16:15:00,1163
20JAN2015:16:30:00,1161
20JAN2015:16:45:00,1169
20JAN2015:17:00:00,1165
20JAN2015:17:15:00,1171
20JAN2015:17:30:00,1167
20JAN2015:17:45:00,1165
20JAN2015:18:00:00,1170
20JAN2015:18:15:00,1184
20JAN2015:18:30:00,1211
20JAN2015:18:45:00,1253
20JAN2015:19:00:00,1280
20JAN2015:19:15:00,1289
20JAN2015:19:30:00,1284
20JAN2015:19:45:00,1276
20JAN2015:20:00:00,1264
20JAN2015:20:15:00,1247
20JAN2015:20:30:00,1231
20JAN2015:20:45:00,1211
20JAN2015:21:00:00,1189
20JAN2015:21:15:00,1153
20JAN2015:21:30:00,1129
20JAN2015:21:45:00,1101
20JAN2015:22:00:00,1076
20JAN2015:22:15:00,1044
20JAN2015:22:30:00,1018
20JAN2015:22:45:00,991
