DATETIME,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR
16JUN2015:18:30:00,29.54534847,83.18,2,26.79,0
16JUN2015:18:45:00,26.46424444,86.12,4.75,25.6,0
16JUN2015:19:00:00,26.40930556,88.65,1.75,25.49,0
16JUN2015:19:15:00,26.32430556,90.45,3,25.37,0
16JUN2015:19:30:00,26.2758,91.12,2,25.31,0
16JUN2015:19:45:00,26.23751111,91.76,2.5,25.26,0
16JUN2015:20:00:00,26.17147778,92.18,0.25,25.19,0
16JUN2015:20:15:00,26.20294444,91.7,0.25,25.23,0
16JUN2015:20:30:00,26.12933889,91.83,0.25,25.16,0
16JUN2015:20:45:00,26.09881667,93.61,0,25.09,0
16JUN2015:21:00:00,26.18472778,93.53,0.25,25.17,0
16JUN2015:21:15:00,26.02204444,94.04,0.25,25.01,0
16JUN2015:21:30:00,26.08298333,95.11,0,25.04,0
16JUN2015:21:45:00,25.99658333,94.75,0,24.97,0
16JUN2015:22:00:00,26.06519444,94.85,0,25.03,0
16JUN2015:22:15:00,26.01097778,94.88,0,24.98,0
16JUN2015:22:30:00,26.08350556,95.13,0,25.04,0
16JUN2015:22:45:00,26.14297778,94.88,0,25.1,0
16JUN2015:23:00:00,26.12202222,94.92,0,25.08,0
16JUN2015:23:15:00,26.04162778,94.79,0,25.01,0
16JUN2015:23:30:00,26.00467778,95.06,0.5,24.97,0
16JUN2015:23:45:00,26.0083,95.62,0.25,24.96,0
17JUN2015:00:00:00,25.85668333,95.29,2.25,24.83,0
17JUN2015:00:15:00,26.233,95.8,0.75,25.16,0
17JUN2015:00:30:00,26.15097222,96.45,1.75,25.07,0
17JUN2015:00:45:00,26.16376667,96.94,0,25.07,0
17JUN2015:01:00:00,26.2612,96.88,0,25.16,0
17JUN2015:01:15:00,26.20231667,96.31,0,25.12,0
17JUN2015:01:30:00,26.36757778,96.32,0,25.27,0
17JUN2015:01:45:00,26.13997222,96.45,0,25.06,0
17JUN2015:02:00:00,26.15250556,96.93,10.5,25.06,0
17JUN2015:02:15:00,26.14199444,97.37,0.5,25.04,0
17JUN2015:02:30:00,26.04217778,97.76,3.25,24.94,0
17JUN2015:02:45:00,26.03068889,97.32,0,24.94,0
17JUN2015:03:00:00,26.04857778,96.32,0,24.98,0
17JUN2015:03:15:00,26.15681667,95.41,0,25.1,0
17JUN2015:03:30:00,26.14036667,94.78,0,25.1,0
17JUN2015:03:45:00,26.20323333,94.66,0,25.16,0
17JUN2015:04:00:00,26.19775,94.45,0.25,25.16,0
17JUN2015:04:15:00,26.04613333,94.12,0.25,25.03,0
17JUN2015:04:30:00,25.79101111,94.46,0,24.79,0
17JUN2015:04:45:00,25.82162778,94.79,0,24.81,0
17JUN2015:05:00:00,25.76666111,94.37,0,24.77,0
17JUN2015:05:15:00,26.1547,92.38,0,25.17,0
17JUN2015:05:30:00,26.20101667,92.89,0,25.2,0
17JUN2015:05:45:00,26.26623333,92.86,0,25.26,0
17JUN2015:06:00:00,26.17718889,92.82,0,25.18,0
17JUN2015:06:15:00,26.12062222,92.76,0,25.13,0
17JUN2015:06:30:00,26.15022778,92.63,0,25.16,0
17JUN2015:06:45:00,26.13475556,92.88,0,25.14,0
17JUN2015:07:00:00,25.90786667,93.88,0,24.91,0
17JUN2015:07:15:00,25.78157778,94.52,0,24.78,0
17JUN2015:07:30:00,25.92483889,94.53,0.25,24.91,0
17JUN2015:07:45:00,25.79936667,94.78,0.5,24.79,0
17JUN2015:08:00:00,25.46388333,94.57,0.25,24.49,0
17JUN2015:08:15:00,25.61912222,95.46,0.75,24.61,0
17JUN2015:08:30:00,25.78435,95.89,0,24.75,0
17JUN2015:08:45:00,26.18188333,96.37,0.25,25.1,0
17JUN2015:09:00:00,26.33957222,96.09,0.25,25.25,0
17JUN2015:09:15:00,26.48658889,94.98,0,25.41,0
17JUN2015:09:30:00,26.67290556,93.69,0,25.61,0
17JUN2015:09:45:00,26.90315556,93.24,0,25.83,0
17JUN2015:10:00:00,26.96817778,92.36,0,25.91,0
17JUN2015:10:15:00,26.58771667,91.27,0,25.59,0
17JUN2015:10:30:00,26.62257778,90.92,0,25.63,0
17JUN2015:10:45:00,27.10798333,89.71,0,26.1,0
17JUN2015:11:00:00,27.03473889,88.59,0,26.06,0
17JUN2015:11:15:00,27.1292,89.68,0,26.12,0
17JUN2015:11:30:00,27.37501667,91.09,0,26.31,0
17JUN2015:11:45:00,27.71001111,90.86,0,26.62,0
17JUN2015:12:00:00,27.64975556,91.08,0,26.56,0
17JUN2015:12:15:00,27.69359444,89.81,0,26.63,0
17JUN2015:12:30:00,30.71787389,88.77,0.25,27.04,0.04
17JUN2015:12:45:00,30.97912402,86.22,0,27.24,0.24
17JUN2015:13:00:00,31.12085484,86.06,0.25,27.3,0.3
17JUN2015:13:15:00,31.43736215,84.35,0,27.5,0.5
17JUN2015:13:30:00,31.91839587,83.44,0,27.73,0.73
17JUN2015:13:45:00,32.06641338,82.48,0,27.84,0.84
17JUN2015:14:00:00,32.246878,82.12,0,27.93,0.93
17JUN2015:14:15:00,32.85249532,82.42,0,28.14,1.14
17JUN2015:14:30:00,33.49515343,81.61,0,28.43,1.43
17JUN2015:14:45:00,31.75025658,81.02,0,27.8,0.8
17JUN2015:15:00:00,32.42449964,80.46,0,28.1,1.1
17JUN2015:15:15:00,32.30710088,78.95,0,28.15,1.15
17JUN2015:15:30:00,32.88527232,77.25,0,28.5,1.5
17JUN2015:15:45:00,33.77708217,74.92,0,29.04,2.04
17JUN2015:16:00:00,33.81074725,74.48,0,29.09,2.09
17JUN2015:16:15:00,33.40427098,75.15,0,28.87,1.87
17JUN2015:16:30:00,33.46495772,74.34,0,28.96,1.96
17JUN2015:16:45:00,32.91460063,74.21,0,28.74,1.74
17JUN2015:17:00:00,33.01762486,77.85,0,28.51,1.51
17JUN2015:17:15:00,32.11943375,79.17,0,28.06,1.06
17JUN2015:17:30:00,31.72795957,79.5,0,27.88,0.88
17JUN2015:17:45:00,31.64180771,79.24,0,27.86,0.86
17JUN2015:18:00:00,31.39305109,80.41,0,27.69,0.69
17JUN2015:18:15:00,31.38756407,83.57,0,27.52,0.52
17JUN2015:18:30:00,30.45543741,84.79,0,27.1,0.1
17JUN2015:18:45:00,30.23200864,84.33,0,27.03,0.03
17JUN2015:19:00:00,30.36696207,85.41,5.5,27.04,0.04
17JUN2015:19:15:00,26.27182222,88.44,0.25,25.37,0
17JUN2015:19:30:00,26.27243889,90.57,0,25.32,0
17JUN2015:19:45:00,26.32472778,91.73,0,25.34,0
17JUN2015:20:00:00,26.26443889,92.37,0,25.27,0
17JUN2015:20:15:00,26.23976111,93.11,0,25.23,0
17JUN2015:20:30:00,26.33578889,94.26,0,25.29,0
17JUN2015:20:45:00,26.13707222,93.39,0,25.13,0
17JUN2015:21:00:00,26.24233889,93.63,0.25,25.22,0
17JUN2015:21:15:00,26.41386667,93.88,0,25.37,0
17JUN2015:21:30:00,26.44775,92.65,0,25.43,0
17JUN2015:21:45:00,26.48659444,91.61,0,25.49,0
17JUN2015:22:00:00,26.37055556,91.8,0,25.38,0
17JUN2015:22:15:00,26.03732222,92.94,0.5,25.05,0
17JUN2015:22:30:00,25.9691,94.54,0,24.95,0
17JUN2015:22:45:00,25.83367222,94.83,0,24.82,0
17JUN2015:23:00:00,25.90104444,94.04,0.25,24.9,0
17JUN2015:23:15:00,25.81516667,93.7,0,24.83,0
17JUN2015:23:30:00,25.82463333,93.22,0,24.85,0
17JUN2015:23:45:00,25.90966111,94.37,0,24.9,0
18JUN2015:00:00:00,25.94817778,94.16,0,24.94,0
18JUN2015:00:15:00,26.56816111,93.47,0,25.52,0
18JUN2015:00:30:00,26.30755556,93.6,0,25.28,0
18JUN2015:00:45:00,26.24997778,93.08,0,25.24,0
18JUN2015:01:00:00,26.25944444,92.6,0,25.26,0
18JUN2015:01:15:00,26.2663,92.02,0,25.28,0
18JUN2015:01:30:00,26.21048333,92.41,2,25.22,0
18JUN2015:01:45:00,26.00396111,94.19,0.25,24.99,0
18JUN2015:02:00:00,25.84656667,94.06,0,24.85,0
18JUN2015:02:15:00,25.64432222,94.74,0.25,24.65,0
18JUN2015:02:30:00,25.67653889,94.71,3,24.68,0
18JUN2015:02:45:00,25.63116667,95.5,4,24.62,0
18JUN2015:03:00:00,25.90251111,95.36,0.75,24.87,0
18JUN2015:03:15:00,25.87365556,95.94,0.25,24.83,0
18JUN2015:03:30:00,25.82622778,96.23,0,24.78,0
18JUN2015:03:45:00,25.87675556,96.48,0,24.82,0
18JUN2015:04:00:00,25.88984444,96.56,0,24.83,0
18JUN2015:04:15:00,26.01032222,96.54,0,24.94,0
18JUN2015:04:30:00,25.35766667,96.4,0,24.35,0
18JUN2015:04:45:00,25.70836111,96.35,0,24.67,0
18JUN2015:05:00:00,25.31605,96.07,0,24.32,0
18JUN2015:05:15:00,25.0026,95.44,0,24.05,0
18JUN2015:05:30:00,25.89412222,95.46,0,24.86,0
18JUN2015:05:45:00,25.80873333,95.56,0,24.78,0
18JUN2015:06:00:00,25.88991111,95.72,0,24.85,0
18JUN2015:06:15:00,25.97373333,95.56,0,24.93,0
18JUN2015:06:30:00,25.03537222,95.01,0,24.09,0
18JUN2015:06:45:00,25.09197222,94.65,0,24.15,0
18JUN2015:07:00:00,25.27903889,93.81,0,24.34,0
18JUN2015:07:15:00,25.39778889,92.46,0.25,24.48,0
18JUN2015:07:30:00,25.41348889,92.64,0.5,24.49,0
18JUN2015:07:45:00,25.29265,93.91,0,24.35,0
18JUN2015:08:00:00,25.38662222,94.56,0,24.42,0
18JUN2015:08:15:00,25.90075,94.45,0.25,24.89,0
18JUN2015:08:30:00,25.99306111,92.93,0,25.01,0
18JUN2015:08:45:00,25.99893889,91.47,0,25.05,0
18JUN2015:09:00:00,25.91537778,91.64,0,24.97,0
18JUN2015:09:15:00,26.15979444,90.89,0,25.21,0
18JUN2015:09:30:00,26.26643333,90.34,0,25.32,0
18JUN2015:09:45:00,26.33843889,90.57,0.5,25.38,0
18JUN2015:10:00:00,26.30573333,90.16,0,25.36,0
18JUN2015:10:15:00,26.87499444,88.37,0,25.92,0
18JUN2015:10:30:00,27.09457222,87.09,0,26.15,0
18JUN2015:10:45:00,27.12450556,86.13,0.25,26.2,0
18JUN2015:11:00:00,26.94889444,87.83,3.75,26,0
18JUN2015:11:15:00,26.34003889,90.21,0.5,25.39,0
18JUN2015:11:30:00,26.54557778,90.92,1,25.56,0
18JUN2015:11:45:00,26.79720556,91.71,0.75,25.77,0
18JUN2015:12:00:00,27.17205556,90.9,0.75,26.13,0
18JUN2015:12:15:00,27.43109444,90.71,0.5,26.37,0
18JUN2015:12:30:00,27.76165,90.31,0,26.68,0
18JUN2015:12:45:00,30.71728655,89.83,0,27,0
18JUN2015:13:00:00,31.70327557,89.61,4.5,27.35,0.35
18JUN2015:13:15:00,30.38901558,89.94,11.5,26.88,0
18JUN2015:13:30:00,27.54997222,91.05,3.5,26.47,0
18JUN2015:13:45:00,27.83561111,92.3,2,26.7,0
18JUN2015:14:00:00,30.3024085,91.75,1.75,26.79,0
18JUN2015:14:15:00,31.44087615,91.83,5.25,27.17,0.17
18JUN2015:14:30:00,30.74775926,90.67,0.75,26.98,0
18JUN2015:14:45:00,30.25372893,90.6,0,26.81,0
18JUN2015:15:00:00,30.45714118,89.49,0,26.92,0
18JUN2015:15:15:00,30.48404204,89.2,0,26.94,0
18JUN2015:15:30:00,30.29957348,87.61,0,26.93,0
18JUN2015:15:45:00,29.59415011,85.49,1.5,26.73,0
18JUN2015:16:00:00,27.60109444,87.11,1.75,26.61,0
18JUN2015:16:15:00,27.74627778,89.3,0.25,26.69,0
18JUN2015:16:30:00,29.83157787,88.95,0.25,26.71,0
18JUN2015:16:45:00,27.68187778,88.94,0.25,26.64,0
18JUN2015:17:00:00,27.66901667,89.29,0.5,26.62,0
18JUN2015:17:15:00,27.40837778,89.84,0.25,26.37,0
18JUN2015:17:30:00,27.38108889,90.48,1.5,26.33,0
18JUN2015:17:45:00,27.29671111,91.04,1.5,26.24,0
18JUN2015:18:00:00,27.28127222,90.87,0.25,26.23,0
18JUN2015:18:15:00,27.19121667,90.37,0,26.16,0
18JUN2015:18:30:00,27.33160556,90.27,2.25,26.29,0
18JUN2015:18:45:00,27.38810556,91.17,1.25,26.32,0
18JUN2015:19:00:00,27.09893889,91.47,3.75,26.05,0
18JUN2015:19:15:00,27.05333889,91.83,0.5,26,0
18JUN2015:19:30:00,26.94699444,91.97,5,25.9,0
18JUN2015:19:45:00,27.08522778,92.63,2.25,26.01,0
18JUN2015:20:00:00,26.96142222,91.68,4.25,25.92,0
18JUN2015:20:15:00,26.76495556,92.16,11.5,25.73,0
18JUN2015:20:30:00,26.84267222,93.03,8,25.78,0
18JUN2015:20:45:00,26.89845556,93.06,9,25.83,0
18JUN2015:21:00:00,26.64914444,92.78,0.75,25.61,0
18JUN2015:21:15:00,26.62848333,92.41,0.25,25.6,0
18JUN2015:21:30:00,26.54152778,92.45,0.25,25.52,0
18JUN2015:21:45:00,26.64728333,93.13,0.25,25.6,0
18JUN2015:22:00:00,26.37202222,93.12,0,25.35,0
18JUN2015:22:15:00,26.31956667,94.06,0.25,25.28,0
18JUN2015:22:30:00,26.30171111,94.64,0,25.25,0
18JUN2015:22:45:00,26.14222778,94.43,1.75,25.11,0
18JUN2015:23:00:00,26.10318889,94.62,2.25,25.07,0
18JUN2015:23:15:00,26.01433889,95.43,5.25,24.97,0
18JUN2015:23:30:00,25.91217222,95.73,3.25,24.87,0
18JUN2015:23:45:00,25.93077778,95.6,6,24.89,0
19JUN2015:00:00:00,25.85067778,95.06,1.5,24.83,0
19JUN2015:00:15:00,25.95518889,98.22,3.5,24.85,0
19JUN2015:00:30:00,26.05023889,98.49,5.75,24.93,0
19JUN2015:00:45:00,26.10785,98.59,0.5,24.98,0
19JUN2015:01:00:00,26.10758889,98.58,7.75,24.98,0
19JUN2015:01:15:00,26.03424444,98.72,3,24.91,0
19JUN2015:01:30:00,25.99181111,98.78,3.75,24.87,0
19JUN2015:01:45:00,25.95068333,98.89,5.25,24.83,0
19JUN2015:02:00:00,25.91977222,98.97,11.5,24.8,0
19JUN2015:02:15:00,25.84512222,99.06,3,24.73,0
19JUN2015:02:30:00,25.86764444,99.08,11.25,24.75,0
19JUN2015:02:45:00,25.8603,99.22,9.5,24.74,0
19JUN2015:03:00:00,25.89538889,99.3,22,24.77,0
19JUN2015:03:15:00,25.93073889,99.39,11.25,24.8,0
19JUN2015:03:30:00,25.96373889,99.39,10.5,24.83,0
19JUN2015:03:45:00,25.83278333,99.43,1.25,24.71,0
19JUN2015:04:00:00,25.86787222,99.51,1.75,24.74,0
19JUN2015:04:15:00,25.92391667,99.55,1.25,24.79,0
19JUN2015:04:30:00,26.00091667,99.55,0.75,24.86,0
19JUN2015:04:45:00,26.00982778,99.47,1.5,24.87,0
19JUN2015:05:00:00,26.02082778,99.47,1.25,24.88,0
19JUN2015:05:15:00,26.00878333,99.43,1,24.87,0
19JUN2015:05:30:00,26.00878333,99.43,0.5,24.87,0
19JUN2015:05:45:00,26.10569444,99.35,10.5,24.96,0
19JUN2015:06:00:00,26.12665,99.31,0.25,24.98,0
19JUN2015:06:15:00,26.08160556,99.27,3.25,24.94,0
19JUN2015:06:30:00,25.8163,99.22,1.75,24.7,0
19JUN2015:06:45:00,25.75265,99.31,1.75,24.64,0
19JUN2015:07:00:00,25.93178333,99.43,2,24.8,0
19JUN2015:07:15:00,25.99673889,99.39,0.5,24.86,0
19JUN2015:07:30:00,26.00565,99.31,0.5,24.87,0
19JUN2015:07:45:00,26.08369444,99.35,0.75,24.94,0
19JUN2015:08:00:00,26.29269444,99.35,6.75,25.13,0
19JUN2015:08:15:00,26.55669444,99.35,2,25.37,0
19JUN2015:08:30:00,27.19260556,99.27,6.25,25.95,0
19JUN2015:08:45:00,27.16169444,99.35,6.5,25.92,0
19JUN2015:09:00:00,27.40630556,99.45,6,26.14,0
19JUN2015:09:15:00,26.91287222,99.51,1.75,25.69,0
19JUN2015:09:30:00,27.11374444,99.62,1,25.87,0
19JUN2015:09:45:00,27.19658889,98.58,2,25.97,0
19JUN2015:10:00:00,27.23353889,98.31,5.75,26.01,0
19JUN2015:10:15:00,27.16708333,97.45,2.5,25.97,0
19JUN2015:10:30:00,27.32839444,97.73,3.5,26.11,0
19JUN2015:10:45:00,26.87817778,97.76,1.5,25.7,0
19JUN2015:11:00:00,26.93667222,96.63,5.5,25.78,0
19JUN2015:11:15:00,26.89865,93.91,1.75,25.81,0
19JUN2015:11:30:00,26.98221111,93.74,0.75,25.89,0
19JUN2015:11:45:00,27.22003333,93.58,1.5,26.11,0
19JUN2015:12:00:00,27.25407778,93.62,0.75,26.14,0
19JUN2015:12:15:00,27.37458889,93.18,0.5,26.26,0
19JUN2015:12:30:00,27.31257222,92.49,0.25,26.22,0
19JUN2015:12:45:00,27.24262222,92.76,5,26.15,0
19JUN2015:13:00:00,26.98462778,92.99,2.25,25.91,0
19JUN2015:13:15:00,27.03094444,93.5,1.5,25.94,0
19JUN2015:13:30:00,26.93958333,92.95,0.75,25.87,0
19JUN2015:13:45:00,27.10794444,93.5,2,26.01,0
19JUN2015:14:00:00,27.34965,93.91,1.25,26.22,0
19JUN2015:14:15:00,27.50208333,93.85,0.5,26.36,0
19JUN2015:14:30:00,27.56367778,93.26,2.75,26.43,0
19JUN2015:14:45:00,27.16506667,93.16,1.5,26.07,0
19JUN2015:15:00:00,27.14985556,93.42,1.5,26.05,0
19JUN2015:15:15:00,26.81336111,92.75,0.75,25.76,0
19JUN2015:15:30:00,26.81985556,93.42,12.25,25.75,0
19JUN2015:15:45:00,27.30307222,93.39,7.25,26.19,0
19JUN2015:16:00:00,26.95756667,94.06,9.5,25.86,0
19JUN2015:16:15:00,26.86901111,94.46,3.5,25.77,0
19JUN2015:16:30:00,26.78339444,94.13,5.25,25.7,0
19JUN2015:16:45:00,26.67365556,94.14,5,25.6,0
19JUN2015:17:00:00,26.88314444,94.58,0,25.78,0
19JUN2015:17:15:00,27.1131,94.54,3.75,25.99,0
19JUN2015:17:30:00,26.80882222,93.84,6.25,25.73,0
19JUN2015:17:45:00,27.01965,93.91,3.75,25.92,0
19JUN2015:18:00:00,26.99030556,94.05,0.5,25.89,0
19JUN2015:18:15:00,27.04948333,94.21,2.75,25.94,0
19JUN2015:18:30:00,26.89365556,94.14,1.25,25.8,0
19JUN2015:18:45:00,26.64956667,94.06,7.5,25.58,0
19JUN2015:19:00:00,27.03267222,94.83,3.5,25.91,0
19JUN2015:19:15:00,26.97678889,96.06,3.25,25.83,0
19JUN2015:19:30:00,27.01739444,95.93,2.75,25.87,0
19JUN2015:19:45:00,26.98749444,96.47,0.25,25.83,0
19JUN2015:20:00:00,26.69901111,98.06,0,25.53,0
19JUN2015:20:15:00,26.62723333,98.26,0,25.46,0
19JUN2015:20:30:00,26.42061667,97.93,0,25.28,0
19JUN2015:20:45:00,26.39395,97.33,0,25.27,0
19JUN2015:21:00:00,26.34890556,97.29,0,25.23,0
19JUN2015:21:15:00,26.36225556,97.38,0,25.24,0
19JUN2015:21:30:00,26.31884444,96.56,0,25.22,0
19JUN2015:21:45:00,26.23665556,95.94,0,25.16,0
19JUN2015:22:00:00,26.21837778,95.24,0,25.16,0
19JUN2015:22:15:00,26.32371111,94.64,0,25.27,0
19JUN2015:22:30:00,26.41275556,94.68,0,25.35,0
19JUN2015:22:45:00,26.36692778,94.61,0,25.31,0
19JUN2015:23:00:00,26.33631111,94.28,0,25.29,0
19JUN2015:23:15:00,26.28682778,94.07,0,25.25,0
19JUN2015:23:30:00,26.24465556,94.14,0,25.21,0
19JUN2015:23:45:00,26.20274444,94.22,0.25,25.17,0
20JUN2015:00:00:00,26.24778889,94.26,0,25.21,0
20JUN2015:00:15:00,26.20845556,94.86,0,25.16,0
20JUN2015:00:30:00,26.22072778,95.33,0,25.16,0
20JUN2015:00:45:00,26.27073333,95.56,0,25.2,0
20JUN2015:01:00:00,26.31734444,95.66,0,25.24,0
20JUN2015:01:15:00,26.29371111,96.44,2.25,25.2,0
20JUN2015:01:30:00,25.82302778,96.95,0,24.76,0
20JUN2015:01:45:00,25.72921667,97.57,0.5,24.66,0
20JUN2015:02:00:00,25.74935556,97.92,0.5,24.67,0
20JUN2015:02:15:00,25.70927222,98.07,0.25,24.63,0
20JUN2015:02:30:00,25.83258889,98.58,11,24.73,0
20JUN2015:02:45:00,25.81058889,98.58,4.25,24.71,0
20JUN2015:03:00:00,25.91716111,98.87,0.25,24.8,0
20JUN2015:03:15:00,25.96667778,98.66,0.25,24.85,0
20JUN2015:03:30:00,26.00183333,97.9,1.5,24.9,0
20JUN2015:03:45:00,25.58409444,97.91,1.75,24.52,0
20JUN2015:04:00:00,25.60919444,98.45,1.5,24.53,0
20JUN2015:04:15:00,25.65159444,98.81,6.5,24.56,0
20JUN2015:04:30:00,25.36536667,98.38,2.5,24.31,0
20JUN2015:04:45:00,25.12153889,98.31,2.25,24.09,0
20JUN2015:05:00:00,25.3056,99.04,0.25,24.24,0
20JUN2015:05:15:00,25.47373333,99.16,0.25,24.39,0
20JUN2015:05:30:00,25.57377778,99.2,0,24.48,0
20JUN2015:05:45:00,25.62120556,98.91,0.25,24.53,0
20JUN2015:06:00:00,25.76525,98.95,0,24.66,0
20JUN2015:06:15:00,25.72621111,99.14,1.75,24.62,0
20JUN2015:06:30:00,25.70081667,99.01,6.5,24.6,0
20JUN2015:06:45:00,25.58200556,97.83,7,24.52,0
20JUN2015:07:00:00,26.01443333,97.54,2.75,24.92,0
20JUN2015:07:15:00,26.0521,98.14,0.5,24.94,0
20JUN2015:07:30:00,25.42745,98.23,0,24.37,0
20JUN2015:07:45:00,25.44053889,98.31,0.25,24.38,0
20JUN2015:08:00:00,25.55945,98.23,0.5,24.49,0
20JUN2015:08:15:00,25.58876111,98.51,0,24.51,0
20JUN2015:08:30:00,25.99840556,98.19,0.25,24.89,0
20JUN2015:08:45:00,26.06395,97.33,0,24.97,0
20JUN2015:09:00:00,25.94242778,97.31,0,24.86,0
20JUN2015:09:15:00,26.28786667,97.48,0.25,25.17,0
20JUN2015:09:30:00,26.55842778,97.31,0,25.42,0
20JUN2015:09:45:00,26.72421111,97.34,0,25.57,0
20JUN2015:10:00:00,26.94767222,96.63,0.25,25.79,0
20JUN2015:10:15:00,27.33613333,95.92,0,26.16,0
20JUN2015:10:30:00,27.33763333,96.82,0,26.14,0
20JUN2015:10:45:00,27.49976111,96.71,0,26.29,0
20JUN2015:11:00:00,27.61821667,95.77,0.25,26.42,0
20JUN2015:11:15:00,30.42649632,95.09,0,26.73,0
20JUN2015:11:30:00,30.50387374,94.91,0,26.76,0
20JUN2015:11:45:00,31.07643436,93.77,0,26.98,0
20JUN2015:12:00:00,31.20687876,93.82,0,27.02,0.02
20JUN2015:12:15:00,31.48926145,91.98,0,27.18,0.18
20JUN2015:12:30:00,31.60666507,91.94,0,27.22,0.22
20JUN2015:12:45:00,32.34256068,93.02,0.25,27.41,0.41
20JUN2015:13:00:00,32.09301122,93.79,0,27.3,0.3
20JUN2015:13:15:00,31.40500781,93.63,0,27.09,0.09
20JUN2015:13:30:00,30.9778077,92.85,0.5,26.98,0
20JUN2015:13:45:00,31.52359636,92.78,0.25,27.16,0.16
20JUN2015:14:00:00,32.40525801,93.01,2.5,27.43,0.43
20JUN2015:14:15:00,30.155542,91.73,4,26.74,0
20JUN2015:14:30:00,27.27333889,91.83,17.25,26.2,0
20JUN2015:14:45:00,26.70045556,93.06,5.75,25.65,0
20JUN2015:15:00:00,26.66611667,93.43,7,25.61,0
20JUN2015:15:15:00,26.84156111,93.83,1.25,25.76,0
20JUN2015:15:30:00,27.13408889,94.08,2.75,26.02,0
20JUN2015:15:45:00,27.13069444,93.95,3,26.02,0
20JUN2015:16:00:00,27.19457222,94.29,13,26.07,0
20JUN2015:16:15:00,27.39805556,94.5,0,26.25,0
20JUN2015:16:30:00,27.42557222,94.29,0.25,26.28,0
20JUN2015:16:45:00,27.50779444,94.49,0.25,26.35,0
20JUN2015:17:00:00,27.37631667,94.51,0,26.23,0
20JUN2015:17:15:00,27.41143889,94.17,0.25,26.27,0
20JUN2015:17:30:00,27.50825,95.35,0,26.33,0
20JUN2015:17:45:00,26.89861111,97.7,0.25,25.72,0
20JUN2015:18:00:00,26.75169444,97.55,0,25.59,0
20JUN2015:18:15:00,26.918,97.6,3.75,25.74,0
20JUN2015:18:30:00,26.40733333,97,2,25.29,0
20JUN2015:18:45:00,26.19617778,97.76,4,25.08,0
20JUN2015:19:00:00,26.02618333,97.99,1.25,24.92,0
20JUN2015:19:15:00,25.8761,98.14,0,24.78,0
20JUN2015:19:30:00,25.90965556,97.74,0,24.82,0
20JUN2015:19:45:00,25.86908333,97.45,0.25,24.79,0
20JUN2015:20:00:00,25.88347778,97.58,0,24.8,0
20JUN2015:20:15:00,25.82407222,96.99,0.25,24.76,0
20JUN2015:20:30:00,25.7945,96.7,0.5,24.74,0
20JUN2015:20:45:00,25.83608333,97.45,0,24.76,0
20JUN2015:21:00:00,25.92222222,97.8,0.25,24.83,0
20JUN2015:21:15:00,25.94787778,97.94,0.25,24.85,0
20JUN2015:21:30:00,25.98087778,97.94,1.75,24.88,0
20JUN2015:21:45:00,25.84261111,97.7,0.25,24.76,0
20JUN2015:22:00:00,25.71818333,97.99,0.25,24.64,0
20JUN2015:22:15:00,25.79857778,98.12,0,24.71,0
20JUN2015:22:30:00,25.96462222,98.16,1.75,24.86,0
20JUN2015:22:45:00,26.09244444,98,0,24.98,0
20JUN2015:23:00:00,26.2297,97.78,0,25.11,0
20JUN2015:23:15:00,26.33578333,97.63,0,25.21,0
20JUN2015:23:30:00,26.11604444,97.64,8.25,25.01,0
20JUN2015:23:45:00,25.17735556,97.92,1.25,24.15,0
21JUN2015:00:00:00,25.08805,97.87,3.75,24.07,0
21JUN2015:00:15:00,25.95910556,98.37,0.5,24.85,0
21JUN2015:00:30:00,26.39172778,98.93,1,25.23,0
21JUN2015:00:45:00,26.50515556,98.64,0,25.34,0
21JUN2015:01:00:00,26.49709444,97.91,0,25.35,0
21JUN2015:01:15:00,26.55816667,97.3,0,25.42,0
21JUN2015:01:30:00,26.67365,97.51,1.5,25.52,0
21JUN2015:01:45:00,26.56208333,97.45,0.25,25.42,0
21JUN2015:02:00:00,26.45577222,97.17,0,25.33,0
21JUN2015:02:15:00,26.46680556,96.75,0,25.35,0
21JUN2015:02:30:00,26.26985,96.79,0,25.17,0
21JUN2015:02:45:00,26.23629444,97.19,0.5,25.13,0
21JUN2015:03:00:00,26.28865,97.51,0,25.17,0
21JUN2015:03:15:00,26.3822,96.88,0,25.27,0
21JUN2015:03:30:00,26.40185,96.79,0,25.29,0
21JUN2015:03:45:00,26.53385,96.79,0,25.41,0
21JUN2015:04:00:00,26.58127778,96.5,0,25.46,0
21JUN2015:04:15:00,26.54276111,96.71,0,25.42,0
21JUN2015:04:30:00,26.44480556,96.75,0,25.33,0
21JUN2015:04:45:00,26.38193889,96.87,0,25.27,0
21JUN2015:05:00:00,26.44532778,96.77,12.5,25.33,0
21JUN2015:05:15:00,25.7976,97.24,1.25,24.73,0
21JUN2015:05:30:00,25.70561667,97.93,3.5,24.63,0
21JUN2015:05:45:00,25.65319444,98.45,1.25,24.57,0
21JUN2015:06:00:00,25.71524444,98.72,1,24.62,0
21JUN2015:06:15:00,25.72885556,98.82,0,24.63,0
21JUN2015:06:30:00,25.75320556,98.91,0,24.65,0
21JUN2015:06:45:00,25.95538333,99.07,0.25,24.83,0
21JUN2015:07:00:00,26.19790556,99.09,0,25.05,0
